el,f11,f12,f13,f21,f22,f23
72474, -0.960320, -0.128374, -0.247600, 0.212721, -0.805322, -0.553359
72475, -0.951323, -0.206910, -0.228413, 0.273838, -0.821495, -0.500159
72476, -0.964794, -0.152302, -0.214424, 0.207783, -0.838275, -0.504105
72477, -0.960738, -0.156218, -0.229299, 0.192364, -0.792727, -0.578429
72478, 0.051242, -0.572586, 0.818241, -0.859286, -0.424219, -0.285772
72479, 0.018146, -0.613090, 0.789805, -0.746262, -0.482183, -0.458904
72480, 0.036047, -0.593966, 0.803682, -0.731206, -0.480421, -0.484286
72481, 0.140243, -0.497369, 0.856129, -0.936608, -0.339306, -0.087384
72482, 0.637700, -0.645177, 0.420814, 0.420422, 0.680898, 0.599686
72483, -0.959979, -0.189389, -0.206329, 0.253997, -0.835401, -0.487433
72484, -0.956131, -0.189135, -0.223701, 0.237376, -0.809165, -0.537499
72485, -0.979991, -0.107889, -0.167266, 0.165668, -0.901344, -0.400166
72486, -0.971617, -0.156129, -0.177718, 0.215276, -0.880683, -0.421964
72487, -0.981105, -0.099796, -0.165749, 0.155888, -0.905853, -0.393864
72488, -0.977301, -0.122400, -0.172921, 0.183400, -0.898655, -0.398477
72489, -0.964924, -0.170928, -0.199259, 0.238443, -0.864008, -0.443436
72490, -0.958088, -0.175544, -0.226389, 0.241940, -0.833231, -0.497183
72491, -0.970631, -0.142209, -0.194043, 0.213022, -0.865985, -0.452428
72492, -0.977414, -0.115701, -0.176847, 0.176568, -0.891074, -0.418104
72493, -0.969030, -0.161135, -0.187127, 0.222956, -0.861481, -0.456225
72494, -0.978288, -0.127788, -0.163167, 0.184803, -0.894979, -0.406029
72495, -0.980395, -0.128738, -0.149174, 0.178983, -0.900026, -0.397389
72496, -0.981499, -0.136278, -0.134490, 0.179399, -0.901048, -0.394878
72497, -0.969662, -0.138146, -0.201671, 0.214130, -0.869325, -0.445447
72498, -0.973868, -0.160907, -0.160281, 0.214393, -0.882655, -0.418277
72499, -0.986977, -0.072802, -0.143445, 0.120626, -0.924663, -0.361176
72500, -0.979825, -0.134931, -0.147431, 0.183517, -0.902707, -0.389156
72501, 0.661139, -0.644619, 0.383877, 0.571680, 0.694994, 0.436080
72502, 0.577482, -0.702969, 0.415151, 0.667727, 0.663112, 0.338266
72503, 0.620709, -0.688729, 0.374664, 0.588410, 0.659327, 0.468040
72504, 0.693674, -0.580609, 0.426275, 0.389523, 0.690849, 0.609098
72505, 0.547211, -0.756835, 0.357437, 0.544318, 0.630253, 0.553624
72506, 0.722852, -0.585720, 0.366630, 0.265184, 0.679415, 0.684158
72507, 0.722040, -0.523074, 0.452826, 0.342344, 0.751662, 0.563742
72508, 0.080829, -0.580924, 0.809935, -0.839861, -0.460555, -0.287266
72509, 0.206408, -0.483563, 0.850625, -0.879679, -0.471379, -0.062986
72510, 0.139316, -0.510826, 0.848320, -0.896016, -0.429312, -0.113346
72511, 0.122526, -0.465708, 0.876415, -0.919188, -0.380970, -0.099776
72512, 0.690396, -0.574032, 0.440273, 0.373748, 0.709523, 0.597402
72513, 0.220978, -0.426552, 0.877053, -0.952770, -0.293894, 0.076528
72514, 0.505362, -0.775917, 0.377575, 0.551401, 0.604646, 0.574770
72515, 0.543665, -0.777513, 0.316071, 0.640804, 0.662767, 0.387440
72516, 0.478048, -0.811866, 0.335176, 0.605914, 0.633670, 0.480968
72517, 0.610619, -0.741476, 0.278133, 0.522845, 0.654226, 0.546462
72518, 0.679993, -0.621754, 0.388626, 0.256572, 0.672635, 0.694070
72519, 0.517582, -0.793184, 0.320885, 0.608578, 0.617688, 0.498091
72520, 0.508524, -0.758120, 0.408238, 0.637938, 0.622557, 0.453274
72521, 0.468718, -0.813199, 0.344980, 0.655192, 0.571950, 0.493555
72522, 0.714073, -0.606946, 0.348879, 0.269661, 0.665516, 0.695968
72523, 0.664603, -0.709907, 0.233097, 0.544340, 0.663170, 0.513711
72524, 0.400034, -0.836795, 0.373827, 0.767705, 0.550298, 0.328331
72525, 0.635536, -0.678045, 0.369253, 0.358200, 0.655414, 0.664925
72526, 0.540017, -0.711876, 0.449014, 0.549622, 0.626369, 0.552790
72527, 0.550169, -0.713293, 0.434196, 0.624196, 0.668100, 0.404995
72528, 0.565451, -0.714642, 0.411766, 0.566850, 0.656051, 0.498276
72529, 0.631396, -0.605833, 0.484052, 0.501575, 0.776135, 0.382148
72530, 0.647705, -0.638556, 0.415601, 0.380344, 0.675114, 0.632107
72531, 0.596755, -0.732753, 0.327042, 0.636721, 0.686222, 0.351691
72532, 0.019508, -0.752522, 0.658278, -0.531858, -0.535800, -0.655778
72533, -0.024765, -0.692140, 0.721338, -0.545814, -0.534225, -0.645516
72534, 0.005035, -0.590271, 0.807190, -0.756354, -0.477440, -0.447190
72535, 0.003805, -0.678681, 0.734423, -0.654554, -0.513117, -0.555221
72536, 0.616203, -0.662573, 0.425782, 0.490262, 0.679546, 0.545765
72537, 0.676355, -0.647677, 0.350797, 0.573003, 0.743529, 0.344720
72538, 0.578540, -0.680739, 0.449316, 0.530273, 0.687363, 0.496328
72539, 0.576669, -0.708501, 0.406791, 0.552144, 0.706348, 0.442956
72540, -0.042212, -0.658658, 0.751257, -0.517345, -0.516446, -0.682377
72541, 0.570106, -0.779908, 0.258305, 0.774391, 0.618696, 0.132413
72542, 0.601961, -0.717499, 0.350483, 0.665324, 0.690783, 0.283129
72543, 0.617241, -0.714354, 0.329715, 0.659564, 0.684380, 0.310804
72544, 0.084029, -0.602456, 0.793716, -0.796576, -0.484601, -0.361426
72545, -0.045711, -0.748381, 0.661693, -0.285773, -0.602655, -0.745078
72546, 0.040814, -0.747458, 0.663054, -0.493838, -0.560409, -0.664881
72547, 0.039768, -0.641149, 0.766385, -0.756439, -0.484967, -0.438870
72548, 0.076880, -0.646989, 0.758614, -0.710860, -0.541721, -0.448571
72549, 0.595117, -0.718779, 0.359433, 0.593547, 0.672880, 0.441514
72550, 0.554522, -0.779503, 0.291343, 0.739090, 0.637151, 0.218598
72551, 0.009628, -0.714062, 0.700016, -0.634124, -0.506569, -0.584188
72552, -0.822878, -0.117365, -0.555965, 0.549817, -0.366540, -0.750566
72553, -0.691394, -0.353963, -0.629830, 0.826530, -0.291915, -0.481283
72554, -0.621395, -0.583815, -0.522521, 0.769410, -0.220128, -0.599627
72555, -0.651073, -0.364782, -0.665611, 0.777801, -0.191971, -0.598475
72556, -0.759566, -0.265294, -0.593867, 0.677222, -0.327464, -0.658892
72557, -0.011945, -0.990734, 0.135287, 0.871380, -0.157921, -0.464498
72558, -0.707991, -0.624806, -0.329191, 0.643732, -0.335716, -0.687679
72559, 0.541812, -0.754482, 0.370401, 0.632755, 0.660445, 0.404269
72560, 0.075143, -0.542751, 0.836525, -0.838239, -0.427887, -0.338035
72561, 0.512717, -0.761009, 0.397476, 0.375413, 0.832347, 0.407755
72562, 0.577252, -0.723748, 0.378112, 0.603158, 0.666229, 0.438565
72563, 0.408080, -0.817802, 0.405796, 0.844186, 0.489471, 0.218559
72564, -0.058331, -0.722065, 0.689361, -0.342240, -0.532915, -0.773869
72565, 0.452160, -0.807331, 0.379168, 0.616704, 0.765520, 0.183453
72566, -0.226480, -0.835345, 0.500904, 0.021199, -0.510334, -0.859715
72567, -0.124743, -0.846580, 0.517438, 0.053850, -0.511842, -0.857390
72568, -0.222729, -0.827271, 0.515766, 0.076793, -0.557468, -0.826639
72569, 0.062860, -0.828775, 0.556040, -0.200258, -0.540295, -0.817300
72570, 0.026997, -0.811878, 0.583203, -0.108177, -0.584626, -0.804059
72571, 0.030571, -0.801624, 0.597046, -0.291612, -0.568483, -0.769279
72572, -0.060126, -0.802975, 0.592973, -0.206158, -0.551897, -0.808027
72573, 0.013588, -0.806311, 0.591336, -0.221377, -0.580863, -0.783320
72574, -0.782734, -0.415840, -0.463039, 0.637100, -0.375964, -0.672871
72575, -0.873667, -0.063304, -0.482389, 0.514805, -0.637229, -0.573511
72576, 0.215104, -0.712404, 0.667990, 0.701103, -0.372645, -0.607940
72577, -0.825549, -0.316030, -0.467539, 0.596546, -0.516599, -0.614213
72578, -0.667062, -0.506632, -0.546216, 0.746973, -0.253888, -0.614469
72579, -0.484271, -0.829107, -0.279398, 0.803492, -0.299522, -0.514477
72580, -0.049798, -0.819813, 0.570462, -0.090404, -0.509005, -0.856003
72581, 0.542446, -0.764384, 0.348523, 0.697906, 0.653585, 0.292839
72582, 0.513702, -0.822954, 0.242604, 0.809102, 0.577359, 0.109588
72583, -0.023447, -0.554734, 0.831697, -0.672506, -0.486507, -0.557715
72584, 0.516900, -0.805951, 0.288543, 0.785551, 0.589387, 0.188501
72585, 0.563196, -0.753350, 0.339520, 0.677458, 0.658779, 0.327202
72586, 0.424499, -0.889542, 0.168867, 0.907350, 0.415317, -0.065019
72587, 0.539668, -0.783258, 0.308651, 0.683684, 0.637546, 0.355121
72588, 0.513232, -0.792120, 0.330362, 0.646196, 0.603263, 0.467445
72589, 0.498974, -0.800043, 0.333100, 0.671511, 0.602133, 0.431867
72590, 0.589190, -0.738133, 0.328656, 0.566559, 0.671419, 0.477709
72591, 0.486212, -0.839448, 0.242743, 0.827030, 0.555967, 0.083194
72592, 0.573461, -0.758233, 0.310200, 0.676977, 0.634448, 0.373066
72593, 0.485626, -0.855926, 0.177648, 0.878766, 0.467144, 0.097711
72594, 0.476105, -0.866952, 0.147371, 0.882088, 0.454670, 0.123271
72595, 0.440572, -0.877288, 0.190425, 0.908419, 0.416972, -0.030152
72596, 0.410316, -0.905778, 0.105862, 0.932930, 0.346817, -0.096750
72597, -0.334798, -0.860961, -0.382957, 0.810130, -0.062196, -0.582941
72598, 0.372904, -0.913645, 0.161851, 0.937525, 0.319395, -0.137965
72599, 0.193692, -0.980779, 0.023589, 0.909262, 0.138827, -0.392389
72600, 0.237369, -0.964335, -0.117106, 0.938121, 0.221062, -0.266572
72601, 0.499022, -0.827846, 0.256219, 0.827766, 0.532464, 0.176878
72602, 0.359658, -0.925124, 0.121622, 0.927439, 0.300027, -0.223251
72603, -0.041077, -0.784380, 0.618919, -0.116033, -0.515089, -0.849247
72604, 0.538088, -0.797360, 0.273276, 0.724140, 0.592656, 0.352676
72605, -0.056632, -0.793964, 0.605321, -0.081205, -0.510851, -0.855826
72606, 0.498522, -0.795470, 0.344534, 0.707296, 0.627743, 0.325071
72607, 0.534855, -0.790643, 0.298018, 0.691766, 0.603525, 0.396507
72608, 0.506735, -0.839233, 0.197252, 0.843940, 0.509557, 0.167681
72609, 0.521741, -0.824277, 0.219894, 0.798714, 0.558660, 0.223505
72610, 0.522631, -0.782530, 0.338384, 0.684461, 0.628764, 0.369011
72611, 0.541863, -0.800232, 0.256929, 0.739900, 0.583838, 0.334186
72612, 0.456377, -0.817050, 0.352347, 0.635054, 0.665243, 0.392630
72613, 0.513801, -0.737332, 0.438577, 0.257676, 0.703987, 0.661819
72614, 0.087195, -0.515209, 0.852617, -0.873188, -0.406271, -0.269233
72615, 0.046310, -0.554029, 0.831208, -0.791743, -0.459399, -0.402611
72616, 0.500391, -0.778834, 0.378188, 0.634621, 0.628524, 0.449682
72617, 0.490335, -0.803336, 0.337967, 0.666334, 0.605208, 0.435571
72618, 0.499610, -0.806910, 0.315096, 0.730081, 0.586895, 0.350052
72619, 0.486379, -0.831454, 0.268553, 0.813453, 0.554645, 0.175108
72620, 0.507413, -0.803023, 0.312549, 0.683178, 0.612028, 0.398358
72621, 0.465065, -0.872451, 0.150148, 0.875024, 0.482315, 0.041302
72622, -0.041893, -0.922909, 0.382733, 0.478014, -0.165787, -0.862564
72623, 0.486413, -0.794993, 0.362475, 0.644222, 0.626441, 0.438805
72624, 0.520421, -0.793388, 0.315747, 0.686787, 0.624253, 0.372333
72625, 0.495633, -0.802489, 0.332204, 0.629594, 0.611681, 0.479017
72626, 0.481012, -0.809620, 0.336366, 0.639460, 0.614668, 0.461816
72627, 0.526473, -0.778289, 0.342188, 0.611163, 0.624466, 0.486335
72628, 0.533767, -0.773006, 0.342861, 0.623383, 0.632158, 0.460184
72629, 0.483310, -0.803931, 0.346564, 0.662216, 0.631795, 0.402871
72630, 0.564956, -0.751378, 0.340961, 0.540706, 0.643233, 0.542114
72631, 0.531336, -0.705367, 0.469191, 0.329316, 0.657366, 0.677806
72632, 0.459861, -0.834486, 0.303581, 0.647631, 0.748054, 0.144878
72633, 0.577325, -0.728664, 0.368435, 0.539883, 0.633188, 0.554617
72634, 0.576791, -0.758672, 0.302868, 0.565742, 0.615605, 0.548605
72635, 0.514534, -0.762423, 0.392384, 0.499944, 0.632815, 0.591271
72636, 0.641151, -0.662099, 0.388008, 0.333786, 0.659833, 0.673207
72637, 0.610873, -0.689917, 0.388392, 0.360221, 0.675650, 0.643225
72638, 0.488248, -0.796131, 0.357476, 0.650152, 0.589968, 0.478789
72639, 0.636918, -0.646020, 0.420707, 0.341435, 0.660875, 0.668332
72640, 0.480723, -0.779131, 0.402320, 0.547445, 0.586428, 0.596998
72641, 0.613075, -0.674993, 0.410516, 0.376900, 0.636657, 0.672766
72642, 0.557955, -0.715162, 0.420986, 0.361967, 0.759625, 0.540323
72643, -0.011723, -0.743477, -0.668659, 0.741139, -0.569894, 0.354870
72644, 0.464493, 0.259781, -0.846617, 0.682759, -0.592468, 0.427578
72645, -0.123661, -0.738519, -0.662796, 0.675203, -0.641049, 0.364908
72646, 0.465266, 0.511397, -0.722496, 0.846587, -0.383403, 0.369180
72647, 0.421699, -0.666945, -0.614292, 0.481140, -0.676496, 0.557546
72648, -0.206865, -0.745572, -0.633505, 0.835209, -0.529642, 0.148006
72649, 0.402927, 0.635889, -0.658251, 0.903765, -0.354413, 0.240002
72650, 0.341690, -0.848001, -0.405144, 0.499432, -0.445026, 0.743317
72651, 0.390175, -0.016867, -0.920586, 0.929468, -0.007896, 0.368819
72652, -0.253468, -0.809776, -0.529166, 0.756169, -0.592136, 0.278538
72653, 0.230868, 0.248041, -0.940838, 0.899073, -0.416374, 0.135275
72654, 0.079934, -0.363121, -0.928307, 0.785836, -0.555306, 0.272209
72655, 0.066249, -0.746933, -0.661590, 0.767574, -0.490481, 0.412624
72656, 0.486049, 0.612782, -0.623100, 0.805608, -0.413660, 0.424124
72657, 0.758291, -0.292128, -0.582801, 0.454858, -0.619785, 0.639508
72658, 0.567393, 0.504508, -0.650797, 0.778259, -0.353506, 0.518985
72659, 0.443304, -0.628497, -0.639119, 0.445226, -0.669442, 0.594661
72660, 0.418117, -0.425230, -0.802719, 0.641947, -0.566541, 0.516658
72661, 0.414692, -0.362027, -0.834845, 0.680847, -0.553536, 0.479629
72662, 0.502446, 0.714242, -0.487244, 0.811176, -0.366513, 0.455700
72663, 0.399919, -0.158778, -0.902693, 0.638028, -0.644562, 0.421259
72664, 0.460283, 0.569141, -0.681336, 0.855030, -0.336799, 0.394323
72665, 0.489523, 0.754993, -0.436294, 0.808489, -0.301378, 0.505487
72666, 0.503991, 0.714939, -0.484619, 0.789369, -0.261861, 0.555271
72667, 0.277122, -0.394143, -0.876273, 0.745803, -0.526092, 0.408663
72668, 0.586634, 0.064927, -0.807246, 0.717895, -0.433782, 0.544482
72669, 0.322055, -0.328049, -0.888068, 0.785762, -0.447864, 0.426609
72670, 0.431701, 0.629973, -0.645576, 0.714892, -0.621731, 0.319970
72671, 0.121751, 0.207319, -0.970668, 0.585931, -0.743007, 0.323460
72672, 0.190350, -0.601279, -0.776035, 0.532280, -0.757485, 0.378014
72673, 0.468148, 0.516426, -0.717037, 0.825121, -0.434761, 0.360775
72674, 0.333333, -0.075720, -0.939763, 0.740997, -0.554329, 0.379002
72675, -0.161561, -0.191438, -0.968117, 0.750240, -0.647665, 0.132931
72676, 0.469392, 0.882954, -0.007977, 0.620931, -0.618898, 0.481050
72677, -0.637115, -0.764681, -0.096684, 0.556918, -0.810429, 0.181790
72678, 0.034750, -0.328510, -0.943861, 0.693738, -0.658524, 0.291676
72679, 0.500856, 0.813291, -0.296144, 0.702926, -0.467273, 0.536237
72680, 0.479674, 0.833356, -0.274645, 0.754137, -0.339084, 0.562405
72681, 0.621770, 0.413287, -0.665279, 0.719227, -0.380441, 0.581358
72682, 0.475547, 0.569165, -0.670750, 0.793826, -0.493924, 0.354795
72683, 0.390586, -0.386095, -0.835687, 0.759889, -0.423524, 0.493150
72684, 0.534883, -0.102655, -0.838667, 0.650825, -0.575061, 0.495714
72685, 0.369867, 0.144726, -0.917743, 0.785674, -0.508108, 0.352907
72686, 0.534849, -0.375361, -0.756994, 0.697822, -0.374280, 0.610704
72687, 0.511677, 0.787822, -0.342816, 0.757851, -0.408222, 0.508936
72688, 0.603595, 0.543076, -0.583731, 0.735244, -0.383925, 0.558586
72689, 0.685724, 0.198482, -0.700277, 0.645780, -0.474384, 0.598270
72690, 0.903611, -0.144692, -0.403178, 0.380291, -0.656299, 0.651652
72691, 0.744488, -0.214651, -0.632189, 0.531772, -0.517404, 0.670456
72692, 0.731403, 0.441657, -0.519605, 0.618717, -0.347256, 0.704700
72693, 0.537222, -0.592186, -0.600590, 0.707021, -0.114786, 0.697815
72694, 0.642603, 0.508273, -0.573341, 0.679996, -0.401498, 0.613518
72695, 0.628472, 0.034717, -0.777057, 0.664414, -0.488940, 0.565236
72696, 0.416802, -0.656483, -0.628734, 0.697445, -0.277626, 0.660677
72697, 0.351106, -0.652017, -0.672010, 0.646602, -0.488112, 0.586219
72698, 0.713914, -0.442290, -0.542868, 0.482327, -0.452245, 0.750224
72699, 0.433938, -0.733180, -0.523589, 0.720793, -0.096166, 0.686447
72700, 0.557563, 0.757721, -0.339091, 0.605544, -0.169814, 0.777483
72701, 0.426667, -0.697944, -0.575178, 0.755021, -0.099316, 0.648135
72702, 0.781883, -0.158201, -0.603019, 0.575973, -0.270063, 0.771571
72703, 0.765360, 0.232148, -0.600277, 0.619568, -0.296751, 0.726687
72704, 0.430099, 0.639056, -0.637670, 0.866344, -0.085141, 0.492137
72705, 0.497565, 0.669391, -0.551674, 0.817350, -0.203663, 0.538944
72706, 0.153345, -0.977545, -0.144541, 0.582551, -0.016600, 0.812625
72707, 0.387873, -0.643344, -0.660047, 0.870241, 0.087498, 0.484794
72708, 0.380062, 0.511312, -0.770787, 0.925276, -0.136275, 0.353967
72709, 0.465374, 0.699807, -0.541938, 0.840170, -0.177627, 0.512410
72710, 0.650049, -0.276417, -0.707835, 0.749773, 0.097895, 0.654414
72711, 0.606764, -0.304942, -0.734062, 0.754168, -0.069117, 0.653034
72712, 0.473194, 0.474666, -0.742145, 0.881926, -0.182695, 0.434544
72713, 0.401757, 0.349000, -0.846635, 0.920788, -0.191111, 0.340037
72714, 0.513337, 0.155459, -0.843989, 0.839763, -0.232706, 0.490557
72715, 0.556610, 0.000676, -0.830774, 0.800938, -0.222010, 0.556067
72716, 0.402973, 0.142785, -0.904005, 0.821427, -0.422343, 0.383255
72717, 0.357068, 0.360064, -0.861891, 0.881266, -0.399385, 0.252709
72718, -0.345995, -0.933786, -0.091272, 0.930194, -0.060879, -0.361985
72719, 0.324352, 0.362549, -0.873701, 0.945770, -0.232384, 0.226972
72720, -0.167443, -0.741563, -0.649652, 0.890793, -0.411291, 0.193203
72721, -0.216978, -0.863784, -0.454750, 0.953396, -0.289860, 0.083768
72722, 0.205692, 0.194298, -0.959134, 0.948187, -0.286607, 0.137104
72723, 0.131039, 0.133609, -0.982333, 0.923829, -0.375171, 0.076069
72724, -0.146252, -0.925594, -0.349122, 0.980885, -0.182382, 0.067826
72725, -0.007690, -0.912925, -0.408055, 0.974786, -0.090951, 0.203766
72726, 0.293049, -0.541612, -0.787895, 0.939347, 0.011525, 0.342775
72727, 0.013385, -0.657525, -0.753314, 0.977712, -0.148744, 0.148172
72728, 0.033920, -0.803288, -0.594624, 0.984462, -0.079066, 0.156790
72729, 0.184496, -0.865037, -0.466554, 0.944635, 0.028860, 0.326851
72730, 0.206409, -0.294779, -0.933006, 0.965821, -0.089744, 0.243177
72731, 0.093652, -0.907181, -0.410185, 0.975325, -0.002009, 0.220764
72732, -0.071780, -0.691069, -0.719216, 0.981161, -0.178879, 0.072972
72733, 0.174737, -0.062807, -0.982610, 0.953059, -0.242353, 0.181503
72734, 0.025995, -0.327774, -0.944398, 0.974623, -0.200759, 0.099028
72735, 0.174489, -0.342400, -0.923210, 0.974170, -0.074234, 0.213264
72736, 0.168624, -0.151387, -0.973986, 0.882830, -0.405328, 0.237321
72737, 0.332934, 0.306260, -0.891829, 0.906717, -0.340021, 0.249498
72738, -0.191713, -0.843323, -0.502048, 0.963902, -0.245673, 0.102656
72739, 0.223169, 0.197413, -0.954580, 0.924424, -0.349911, 0.151665
72740, -0.229874, -0.729605, -0.644076, 0.916482, -0.387892, 0.097986
72741, 0.269629, 0.248318, -0.930397, 0.939250, -0.283631, 0.193296
72742, 0.155664, -0.831482, -0.533298, 0.946293, -0.017246, 0.322850
72743, 0.342628, -0.182935, -0.921488, 0.935508, -0.030558, 0.351982
72744, 0.170942, -0.140717, -0.975181, 0.963414, -0.184782, 0.194135
72745, 0.342631, 0.448351, -0.825582, 0.941821, -0.168307, 0.290939
72746, 0.143129, -0.165953, -0.975691, 0.938951, -0.288083, 0.188097
72747, -0.011558, -0.807056, -0.590362, 0.988267, -0.101148, 0.114445
72748, 0.330659, 0.352365, -0.875502, 0.926154, -0.296574, 0.232988
72749, 0.297492, -0.279432, -0.912916, 0.945172, -0.054448, 0.322003
72750, 0.433811, 0.126067, -0.892141, 0.901817, -0.119160, 0.415363
72751, 0.304509, 0.595544, -0.743372, 0.846477, 0.164476, 0.506383
72752, 0.297985, 0.655869, -0.693571, 0.780726, 0.232461, 0.580025
72753, 0.612183, -0.364146, -0.701875, 0.787787, 0.189154, 0.586184
72754, 0.559830, 0.300951, -0.772023, 0.779064, 0.134710, 0.612301
72755, 0.602335, -0.700957, -0.381905, 0.763426, 0.356013, 0.538920
72756, 0.531767, -0.018630, -0.846686, 0.824203, 0.224506, 0.519891
72757, 0.306766, 0.567406, -0.764163, 0.835404, 0.213524, 0.506466
72758, 0.294726, -0.837245, -0.460605, 0.926384, 0.125692, 0.354985
72759, 0.378818, -0.805871, -0.455047, 0.876403, 0.157756, 0.455007
72760, 0.390191, -0.459927, -0.797633, 0.910871, 0.064149, 0.407675
72761, 0.323125, -0.115421, -0.939291, 0.943736, -0.001276, 0.330697
72762, 0.548753, -0.076748, -0.832454, 0.822607, 0.211904, 0.527650
72763, 0.380924, 0.617866, -0.687850, 0.900007, -0.007146, 0.435816
72764, 0.452990, 0.537952, -0.710920, 0.881292, -0.138161, 0.451925
72765, 0.500972, -0.013908, -0.865352, 0.867446, 0.030805, 0.496576
72766, 0.415467, -0.049403, -0.908266, 0.911818, -0.011597, 0.410430
72767, 0.495832, 0.583121, -0.643522, 0.830169, -0.101815, 0.548136
72768, 0.336433, 0.769910, -0.542266, 0.832588, 0.045399, 0.552029
72769, 0.596013, 0.271952, -0.755520, 0.792739, -0.051960, 0.607342
72770, 0.600477, -0.172879, -0.780731, 0.793375, 0.006026, 0.608703
72771, 0.320883, -0.761315, -0.563412, 0.892729, 0.074836, 0.444336
72772, 0.369449, 0.490750, -0.789096, 0.930308, -0.223008, 0.291194
72773, 0.461516, 0.076444, -0.883832, 0.890553, 0.045119, 0.452636
72774, 0.317016, 0.665527, -0.675703, 0.808992, 0.141331, 0.570577
72775, 0.545028, -0.419812, -0.725742, 0.834429, 0.187151, 0.518365
72776, 0.409346, 0.587785, -0.697814, 0.892161, -0.064547, 0.447082
72777, 0.465561, -0.047205, -0.883756, 0.882947, 0.084792, 0.461753
72778, 0.262231, 0.389542, -0.882889, 0.760280, -0.617748, 0.200903
72779, -0.550139, -0.385710, -0.740658, 0.574432, -0.800947, 0.168854
72780, 0.176615, 0.272874, -0.945699, 0.751806, -0.624993, 0.210170
72781, 0.124789, 0.271363, -0.954353, 0.666733, -0.690032, 0.281643
72782, -0.506341, 0.032101, -0.861736, 0.551154, -0.824262, 0.129697
72783, -0.300245, -0.855777, -0.421307, 0.686455, -0.674309, 0.272191
72784, -0.230486, 0.275875, -0.933150, 0.620173, -0.765372, 0.172020
72785, 0.206556, -0.041999, -0.977533, 0.765367, -0.572748, 0.293550
72786, -0.115105, -0.641037, -0.758830, 0.882559, -0.430358, 0.189426
72787, 0.140859, -0.118735, -0.982884, 0.866553, -0.449204, 0.217490
72788, -0.564943, -0.784783, -0.254861, 0.754686, -0.647330, 0.106831
72789, 0.164958, 0.132070, -0.977418, 0.868382, -0.478896, 0.128733
72790, -0.205459, -0.789697, -0.578070, 0.935726, -0.334803, 0.111014
72791, -0.117166, -0.663350, -0.739080, 0.824095, -0.517456, 0.230447
72792, 0.344264, 0.353933, -0.869606, 0.848416, -0.471254, 0.241060
72793, -0.262830, -0.791031, -0.552440, 0.890062, -0.432718, 0.143338
72794, 0.327964, 0.395754, -0.857798, 0.803238, -0.529836, 0.272182
72795, -0.316955, -0.423476, -0.848651, 0.672991, -0.715854, 0.186107
72796, -0.019430, -0.028623, -0.999401, 0.666349, -0.700699, 0.254951
72797, -0.345620, 0.896154, 0.278307, 0.196622, -0.271687, 0.942086
72798, -0.185977, 0.980270, 0.066954, 0.261249, -0.132607, 0.956119
72799, -0.411590, 0.830510, 0.375296, 0.170619, -0.385780, 0.906677
72800, -0.027669, 0.999615, 0.001957, 0.467708, -0.171833, 0.867019
72801, -0.295555, 0.916193, 0.270626, 0.233391, -0.315916, 0.919633
72802, 0.879002, -0.328278, -0.345817, 0.574996, -0.331966, 0.747782
72803, -0.278578, 0.944734, 0.172836, 0.209693, -0.176102, 0.961778
72804, -0.632533, 0.255103, 0.731317, 0.073912, -0.938213, 0.338074
72805, -0.537270, 0.510466, 0.671391, 0.118331, -0.774920, 0.620884
72806, 0.879888, 0.358538, 0.311846, 0.363584, -0.755751, 0.544653
72807, -0.707561, 0.087184, 0.701253, 0.110052, -0.978589, 0.173929
72808, 0.813706, 0.274496, 0.512382, 0.321771, -0.894730, 0.309711
72809, 0.953733, 0.066760, 0.293148, 0.462242, -0.792990, 0.396863
72810, -0.722306, 0.009691, 0.691506, 0.136525, -0.983939, 0.114997
72811, 0.763064, 0.235775, 0.601784, 0.171488, -0.952734, 0.250779
72812, -0.771982, -0.009653, 0.635571, 0.086175, -0.995600, 0.036814
72813, -0.648647, 0.165155, 0.742954, 0.161387, -0.945254, 0.283637
72814, 0.751500, 0.225722, 0.619917, 0.163526, -0.956437, 0.241843
72815, -0.661348, 0.141821, 0.736550, 0.116889, -0.962574, 0.244518
72816, -0.629366, 0.199589, 0.751041, 0.197518, -0.922630, 0.331272
72817, 0.668804, 0.192960, 0.717960, 0.335993, -0.911338, 0.237847
72818, -0.654665, 0.256344, 0.711127, 0.224163, -0.907953, 0.354080
72819, -0.862327, -0.078346, 0.500254, 0.190559, -0.981394, -0.023504
72820, -0.711919, 0.063205, 0.699411, 0.144086, -0.976433, 0.160681
72821, -0.732648, 0.081736, 0.675682, 0.133881, -0.977084, 0.165479
72822, -0.695917, 0.125947, 0.706991, 0.188294, -0.954367, 0.231795
72823, -0.778896, 0.070848, 0.623139, 0.115608, -0.984064, 0.135105
72824, -0.770163, 0.010181, 0.637766, 0.214794, -0.970816, 0.106672
72825, 0.419389, -0.546942, 0.724546, 0.798758, -0.571001, 0.189589
72826, -0.899506, -0.150649, 0.410115, 0.187736, -0.974408, -0.123629
72827, -0.891018, -0.126580, 0.435964, 0.179824, -0.978844, -0.097614
72828, -0.831495, -0.086804, 0.548709, 0.157214, -0.987147, -0.028707
72829, -0.779654, -0.050915, 0.624137, 0.166108, -0.985539, 0.033483
72830, -0.776681, -0.046790, 0.628154, 0.206260, -0.977036, 0.053453
72831, -0.798324, -0.025500, 0.601688, 0.241514, -0.967994, 0.068259
