el,f11,f12,f13,f21,f22,f23
46607, -0.446152, 0.827727, 0.340319, -0.729318, -0.118579, -0.673820
46608, -0.793196, 0.564755, 0.227798, -0.605454, -0.696171, -0.385707
46609, -0.768910, 0.587084, 0.253201, -0.634709, -0.670715, -0.383777
46610, -0.807624, 0.546738, 0.220955, -0.585882, -0.733009, -0.345600
46611, -0.821052, 0.530881, 0.209855, -0.568093, -0.752087, -0.334119
46612, -0.851220, 0.504354, 0.145090, -0.524414, -0.796272, -0.301563
46613, -0.765738, 0.603164, 0.223244, -0.623493, -0.614811, -0.482974
46614, -0.787384, 0.576181, 0.219183, -0.608672, -0.681546, -0.406218
46615, -0.848139, 0.496446, 0.184939, -0.527936, -0.813274, -0.244683
46616, -0.836166, 0.510590, 0.200311, -0.545750, -0.792355, -0.272637
46617, -0.817521, 0.529524, 0.226415, -0.582597, -0.754135, -0.303085
46618, -0.832768, 0.518275, 0.194650, -0.553314, -0.771009, -0.315261
46619, -0.825756, 0.525139, 0.205806, -0.563616, -0.759380, -0.325081
46620, -0.845916, 0.497852, 0.191229, -0.529428, -0.822750, -0.206854
46621, -0.841490, 0.502170, 0.199296, -0.539423, -0.797875, -0.269105
46622, -0.793131, 0.560894, 0.237363, -0.618981, -0.735639, -0.275131
46623, -0.814463, 0.535645, 0.223012, -0.579572, -0.758142, -0.298861
46624, -0.818033, 0.532835, 0.216582, -0.573302, -0.768443, -0.284290
46625, -0.739904, 0.618528, 0.264509, -0.673693, -0.663415, -0.325604
46626, -0.722596, 0.636963, 0.268575, -0.700927, -0.637586, -0.319665
46627, -0.761110, 0.600972, 0.244017, -0.641005, -0.729511, -0.238593
46628, -0.764817, 0.599804, 0.235137, -0.645545, -0.717482, -0.261707
46629, -0.677589, 0.694706, 0.241365, -0.736104, -0.632794, -0.240256
46630, -0.718715, 0.646148, 0.256790, -0.695376, -0.652075, -0.302077
46631, -0.713367, 0.655413, 0.248075, -0.701481, -0.655692, -0.279271
46632, -0.768489, 0.601891, 0.217145, -0.647315, -0.735398, -0.200434
46633, -0.812098, 0.546230, 0.205253, -0.578987, -0.798041, -0.167049
46634, -0.670180, 0.705726, 0.229803, -0.748383, -0.635720, -0.189165
46635, -0.709656, 0.663257, 0.237654, -0.704817, -0.665045, -0.246877
46636, -0.780939, 0.577799, 0.237237, -0.635517, -0.738722, -0.224515
46637, -0.766925, 0.601196, 0.224475, -0.640191, -0.738553, -0.211413
46638, -0.775845, 0.587537, 0.229925, -0.569224, -0.821822, -0.024359
46639, -0.773456, 0.601353, 0.200352, -0.638583, -0.744086, -0.196334
46640, -0.816767, 0.541074, 0.200330, -0.576493, -0.795377, -0.187164
46641, -0.645983, 0.718303, 0.258354, -0.748980, -0.662333, -0.018546
46642, -0.723737, 0.660857, 0.198679, -0.681141, -0.724638, -0.104622
46643, -0.638151, 0.727861, 0.250962, -0.750987, -0.660315, -0.001443
46644, -0.690912, 0.674606, 0.259899, -0.687988, -0.725721, -0.000885
46645, -0.552996, 0.808674, 0.200604, -0.731455, -0.635341, 0.247618
46646, -0.702183, 0.679068, 0.214023, -0.709424, -0.702192, -0.060368
46647, -0.751440, 0.625704, 0.209362, -0.801366, -0.418620, -0.427282
46648, -0.610198, 0.763059, 0.213074, -0.793821, -0.604775, -0.063994
46649, -0.649892, 0.725138, 0.227629, -0.738476, -0.674237, -0.007638
46650, -0.904771, 0.384394, 0.183390, -0.405029, -0.910990, -0.077779
46651, -0.900078, 0.378442, 0.215964, -0.386240, -0.922397, -0.001367
46652, -0.894075, 0.420175, 0.155187, -0.436524, -0.894679, -0.094854
46653, -0.887274, 0.414383, 0.202564, -0.428975, -0.902052, -0.047771
46654, -0.877108, 0.432313, 0.209253, -0.455773, -0.886149, -0.083736
46655, -0.906015, 0.391899, 0.159851, -0.405468, -0.911270, -0.071998
46656, -0.814936, 0.544586, 0.198255, -0.576102, -0.798953, -0.172569
46657, -0.792799, 0.568811, 0.218914, -0.605932, -0.775938, -0.175402
46658, -0.835685, 0.512653, 0.197020, -0.541935, -0.821780, -0.176022
46659, -0.791898, 0.574303, 0.207545, -0.608462, -0.769019, -0.195918
46660, -0.770355, 0.595272, 0.228480, -0.635498, -0.745981, -0.199133
46661, -0.801538, 0.551390, 0.231313, -0.577690, -0.803800, -0.142055
46662, -0.833903, 0.509534, 0.212087, -0.550587, -0.813948, -0.185319
46663, -0.833870, 0.513334, 0.202850, -0.549109, -0.810257, -0.204848
46664, -0.750897, 0.615117, 0.240385, -0.655874, -0.713690, -0.245917
46665, -0.898022, 0.409020, 0.162046, -0.424346, -0.901512, -0.084892
46666, -0.915482, 0.381880, 0.126732, -0.393041, -0.916392, -0.075795
46667, -0.908995, 0.393504, 0.137414, -0.408929, -0.906673, -0.103544
46668, -0.910148, 0.401934, 0.100399, -0.409770, -0.906788, -0.099120
46669, -0.901951, 0.415600, 0.117306, -0.427873, -0.896733, -0.113116
46670, -0.850041, 0.492875, 0.185756, -0.524738, -0.823149, -0.216969
46671, -0.871712, 0.464199, 0.156963, -0.486184, -0.857477, -0.168401
46672, -0.871065, 0.461506, 0.168102, -0.494317, -0.832259, -0.250989
46673, -0.839938, 0.504483, 0.200003, -0.537161, -0.823523, -0.182394
46674, -0.851112, 0.488918, 0.191226, -0.519778, -0.831319, -0.196826
46675, -0.856421, 0.478958, 0.192723, -0.518729, -0.825479, -0.222494
46676, -0.873242, 0.457535, 0.167662, -0.483789, -0.853671, -0.192859
46677, -0.788234, 0.575123, 0.218908, -0.616412, -0.749360, -0.241859
46678, -0.924941, 0.379228, 0.025897, -0.377843, -0.913849, -0.148708
46679, -0.916078, 0.396287, 0.061296, -0.401186, -0.909402, -0.109717
46680, -0.915192, 0.394608, 0.081899, -0.403225, -0.899751, -0.166909
46681, -0.894962, 0.438907, 0.080022, -0.445849, -0.878099, -0.173669
46682, -0.898095, 0.429567, 0.094327, -0.438904, -0.869390, -0.226989
46683, -0.850913, 0.492777, 0.181982, -0.523590, -0.806035, -0.275974
46684, -0.837851, 0.508838, 0.197708, -0.544950, -0.798114, -0.256989
46685, -0.873669, 0.465905, 0.140124, -0.485028, -0.851658, -0.198559
46686, -0.878067, 0.457330, 0.140878, -0.478072, -0.844217, -0.242373
46687, -0.842272, 0.501882, 0.196702, -0.537004, -0.807464, -0.244192
46688, -0.880661, 0.454864, 0.132422, -0.472583, -0.860007, -0.192493
46689, -0.859453, 0.477484, 0.182619, -0.508942, -0.828353, -0.234113
46690, -0.888280, 0.433794, 0.150938, -0.451475, -0.885273, -0.111636
46691, -0.880252, 0.441077, 0.174948, -0.460656, -0.876992, -0.136678
46692, -0.870574, 0.456986, 0.182385, -0.481125, -0.869190, -0.114140
46693, -0.898798, 0.418934, 0.129063, -0.432419, -0.895807, -0.102680
46694, -0.857944, 0.469038, 0.209606, -0.482571, -0.871076, -0.091386
46695, -0.846025, 0.495139, 0.197685, -0.529006, -0.833373, -0.160129
46696, -0.878749, 0.438569, 0.188301, -0.459703, -0.883263, -0.092306
46697, -0.892755, 0.418084, 0.167914, -0.435130, -0.895797, -0.090611
46698, -0.894742, 0.414264, 0.166801, -0.431537, -0.897603, -0.089913
46699, 0.783729, -0.344813, 0.516598, 0.715004, 0.372293, -0.591750
46700, -0.656667, -0.677224, -0.331899, 0.612305, -0.186114, -0.768404
46701, 0.639043, -0.424619, 0.641345, 0.646079, -0.220066, -0.730858
46702, 0.278966, -0.837021, 0.470717, 0.553532, -0.269525, -0.788010
46703, -0.742619, -0.638082, -0.203392, 0.472422, -0.271294, -0.838581
46704, 0.743098, -0.559440, 0.367196, 0.269563, -0.248166, -0.930457
46705, 0.344640, -0.855219, 0.387071, 0.349193, -0.260950, -0.899983
46706, -0.797085, -0.596788, -0.092190, 0.339260, -0.302592, -0.890697
46707, 0.758701, -0.569465, 0.316359, 0.158504, -0.311243, -0.937019
46708, 0.239837, -0.912974, 0.330086, 0.254892, -0.270847, -0.928263
46709, -0.820868, -0.562758, -0.097362, 0.299916, -0.276475, -0.913024
46710, 0.213134, -0.921469, 0.324758, 0.287624, -0.265475, -0.920215
46711, -0.836559, -0.531369, -0.133481, 0.324649, -0.279775, -0.903509
46712, 0.253373, -0.900477, 0.353473, 0.316955, -0.266739, -0.910159
46713, 0.297313, -0.874364, 0.383527, 0.301779, -0.287506, -0.908994
46714, -0.835616, -0.522727, -0.168823, 0.390941, -0.293877, -0.872240
46715, -0.320906, -0.927009, 0.194095, 0.282100, -0.289191, -0.914761
46716, -0.343087, -0.920590, 0.186564, 0.336686, -0.306195, -0.890442
46717, 0.222185, -0.901757, 0.370768, 0.200787, -0.331029, -0.922011
46718, 0.205470, -0.901989, 0.379734, 0.294187, -0.307953, -0.904776
46719, -0.515123, -0.847338, 0.129097, 0.284368, -0.310407, -0.907073
46720, -0.397398, -0.894561, 0.204537, 0.217961, -0.308542, -0.925902
46721, -0.793878, -0.604589, -0.065045, 0.305877, -0.296346, -0.904775
46722, -0.384827, -0.908364, 0.163654, 0.261384, -0.277366, -0.924525
46723, 0.275033, -0.916340, 0.290994, 0.165788, -0.253915, -0.952912
46724, -0.951654, -0.046843, -0.303580, 0.308324, -0.235540, -0.921660
46725, -0.822444, -0.560899, -0.094752, 0.264732, -0.235247, -0.935188
46726, 0.524394, -0.491996, 0.694946, 0.793053, -0.059689, -0.606221
46727, -0.170903, -0.985070, -0.020702, 0.611490, -0.089659, -0.786156
46728, -0.890125, -0.146331, -0.431584, 0.450985, -0.097750, -0.887162
46729, 0.736941, -0.433726, 0.518459, 0.591266, -0.021046, -0.806202
46730, 0.302975, -0.931149, 0.202901, 0.667050, 0.045934, -0.743596
46731, 0.360066, -0.872502, 0.330291, 0.773835, 0.063743, -0.630172
46732, 0.368006, -0.542556, 0.755118, 0.852854, -0.069714, -0.517475
46733, -0.611832, -0.218817, -0.760119, 0.783817, 0.006553, -0.620957
46734, 0.377611, -0.573630, 0.726883, 0.889770, -0.012460, -0.456238
46735, -0.781086, -0.007245, -0.624382, 0.623720, -0.043764, -0.780422
46736, -0.710183, -0.297157, -0.638231, 0.706611, -0.150786, -0.691350
46737, 0.468936, -0.464519, 0.751213, 0.816516, -0.132894, -0.561819
